PFT,g1_mean,g1_std,lai_mean,lai_std,r2_mean,r2_std
CRO,183.09587652374913,2.842170943040401e-14,0.6603653768880475,0.07627234733810774,0.47241528464055266,0.22546830626319042
CSH,148.62705002791384,0.0,1.0461916467613266,0.0,0.3990081400767722,0.0
DBF,140.72135587749287,0.0,0.8921692788476497,0.1035225824358827,0.185550809343549,0.40069827998759466
ENF,74.31352501395692,0.0,1.1675576982617701,0.1684653568956861,-0.7738118445720885,1.6363965042478748
GRA,166.01957715883992,0.0,0.9200982556203818,0.15083053645236377,0.49387883367337626,0.5536167046408043
