PFT,g1_mean,g1_std,lai_mean,lai_std,r2_mean,r2_std
CRO,10.119987959887126,12.651221968529489,0.9662652418086377,0.7657779739409205,0.6143669182865633,0.10068946909746843
CSH,17.565525781754005,0.0,0.2863210993610504,0.0,-7.662138366810096,0.0
DBF,4.610163014859938,3.0776854818859354,1.0708292365712726,0.4049755080922627,0.3763375029928375,0.36877252187907683
ENF,13.033461804349942,4.95983204617879,0.32584507466136764,0.1768911027095967,-0.2389007696390026,0.8606981369494832
GRA,6.2202102730678055,4.051070217267185,1.1925788486913986,0.9602716853680004,0.3193712986946986,0.5821536604922701
MF,24.2474584181273,15.343103368563705,0.3140966033795478,0.1869989703680507,0.49314619071886023,0.028575797568608167
WSA,16.033422966858087,3.648561189431717,0.2683394204234941,0.03399388246173507,-1.3447980071005297,0.9987292938230224
